class	property	access
{LV.Enum}	Response to Value Outside Limits:Maximum	read
{LV.Enum}	Response to Value Outside Limits:Minimum	read
{LV.Enum}	Ring Text	read
{LV.Enum}	Selected	read
{LV.Enum}	Skip When Tabbing	read
{LV.Enum}	Strings []	read
{LV.Enum}	Synchronous Display	read
{LV.Enum}	Terminal	read
{LV.Enum}	Tip Strip	read
{LV.Enum}	Total Bounds Rect	read
{LV.Enum}	Type Descriptor	read
{LV.Enum}	Typedef:Path	read
{LV.Enum}	Typedef:VI	read
{LV.Enum}	Unit Label	read
{LV.Enum}	Value	read
{LV.Enum}	Value (Signaling)	write
{LV.Enum}	Visible	read
{LV.Enum}	Wizard Data	read
{LV.EventStructure}	AutoSize To Fit Contents?	read
{LV.EventStructure}	Bounds	read
{LV.EventStructure}	Bounds:Area Height	read
{LV.EventStructure}	Bounds:Area Width	read
{LV.EventStructure}	Class ID	read
{LV.EventStructure}	Class Name	read
{LV.EventStructure}	Clump Num	read
{LV.EventStructure}	Description	read
{LV.EventStructure}	Diagrams[]	read
{LV.EventStructure}	Fire Count	read
{LV.EventStructure}	Frame Selector Rect	read
{LV.EventStructure}	Frame Size	read
{LV.EventStructure}	Frames[]	read
{LV.EventStructure}	Group Member Refs[]	read
{LV.EventStructure}	Grouped	read
{LV.EventStructure}	Icon	read
{LV.EventStructure}	Is Asynchronous	read
{LV.EventStructure}	Is Break Point Set	read
{LV.EventStructure}	Is On Block Diagram?	read
{LV.EventStructure}	Label	read
{LV.EventStructure}	Locked	read
{LV.EventStructure}	Master Bounds Rect	read
{LV.EventStructure}	Modified	read
{LV.EventStructure}	Owner (Deprecated)	read
{LV.EventStructure}	Owning VI	read
{LV.EventStructure}	Position	read
{LV.EventStructure}	Position:Left	read
{LV.EventStructure}	Position:Top	read
{LV.EventStructure}	Selected	read
{LV.EventStructure}	Short Count	read
{LV.EventStructure}	Style	read
{LV.EventStructure}	Terminals[]	read
{LV.EventStructure}	Total Bounds Rect	read
{LV.EventStructure}	Tunnels[]	read
{LV.EventStructure}	Visible Frame	read
{LV.ExternalNode}	AutoSize To Fit Contents?	read
{LV.ExternalNode}	BlockState	read
{LV.ExternalNode}	Bounds	read
{LV.ExternalNode}	Bounds:Area Height	read
{LV.ExternalNode}	Bounds:Area Width	read
{LV.ExternalNode}	Class ID	read
{LV.ExternalNode}	Class Name	read
{LV.ExternalNode}	Clump Num	read
{LV.ExternalNode}	Description	read
{LV.ExternalNode}	Diagrams[]	read
{LV.ExternalNode}	Fire Count	read
{LV.ExternalNode}	Frame Selector Rect	read
{LV.ExternalNode}	Frame Size	read
{LV.ExternalNode}	Frames[]	read
{LV.ExternalNode}	Group Member Refs[]	read
{LV.ExternalNode}	Grouped	read
{LV.ExternalNode}	Icon	read
{LV.ExternalNode}	Is Asynchronous	read
{LV.ExternalNode}	Is Break Point Set	read
{LV.ExternalNode}	Is On Block Diagram?	read
{LV.ExternalNode}	Label	read
{LV.ExternalNode}	Locked	read
{LV.ExternalNode}	Master Bounds Rect	read
{LV.ExternalNode}	Modified	read
{LV.ExternalNode}	Owner (Deprecated)	read
{LV.ExternalNode}	Owning VI	read
{LV.ExternalNode}	Position	read
{LV.ExternalNode}	Position:Left	read
{LV.ExternalNode}	Position:Top	read
{LV.ExternalNode}	Selected	read
{LV.ExternalNode}	Sequence Locals[]	read
{LV.ExternalNode}	Short Count	read
{LV.ExternalNode}	Style	read
{LV.ExternalNode}	Terminals[]	read
{LV.ExternalNode}	Total Bounds Rect	read
{LV.ExternalNode}	Tunnels[]	read
{LV.ExternalNode}	VI Name	read
{LV.ExternalNode}	VI Path	read
{LV.ExternalNode}	Visible Frame	read
{LV.FixedConstant}	Auto-Update From Typedef	read
{LV.FixedConstant}	Bounds	read
{LV.FixedConstant}	Bounds:Area Height	read
{LV.FixedConstant}	Bounds:Area Width	read
{LV.FixedConstant}	Class ID	read
{LV.FixedConstant}	Class Name	read
{LV.FixedConstant}	Description	read
{LV.FixedConstant}	Group Member Refs[]	read
{LV.FixedConstant}	Grouped	read
{LV.FixedConstant}	Is On Block Diagram?	read
{LV.FixedConstant}	Is Typedef?	read
{LV.FixedConstant}	Label	read
{LV.FixedConstant}	Locked	read
{LV.FixedConstant}	Master Bounds Rect	read
{LV.FixedConstant}	Modified	read
{LV.FixedConstant}	Owner (Deprecated)	read
{LV.FixedConstant}	Owning VI	read
{LV.FixedConstant}	Position	read
{LV.FixedConstant}	Position:Left	read
{LV.FixedConstant}	Position:Top	read
{LV.FixedConstant}	Selected	read
{LV.FixedConstant}	Style	read
{LV.FixedConstant}	Terminal	read
{LV.FixedConstant}	Tip Strip	read
{LV.FixedConstant}	Total Bounds Rect	read
{LV.FixedConstant}	Typedef:Path	read
{LV.FixedConstant}	Typedef:VI	read
{LV.FixedConstant}	Value	read
{LV.FlatSequenceFrame}	Class ID	read
{LV.FlatSequenceFrame}	Class Name	read
{LV.FlatSequenceFrame}	Diagram	read
{LV.FlatSequenceFrame}	Frame Size	read
{LV.FlatSequenceFrame}	Is On Block Diagram?	read
{LV.FlatSequenceFrame}	Left Side Inner Tunnels[]	read
{LV.FlatSequenceFrame}	Modified	read
{LV.FlatSequenceFrame}	Outer Tunnels[]	read
{LV.FlatSequenceFrame}	Owner (Deprecated)	read
{LV.FlatSequenceFrame}	Owning VI	read
{LV.FlatSequenceFrame}	Right Side Inner Tunnels[]	read
{LV.FlatSequenceInnerTunnel}	Bounds	read
{LV.FlatSequenceInnerTunnel}	Bounds:Area Height	read
{LV.FlatSequenceInnerTunnel}	Bounds:Area Width	read
{LV.FlatSequenceInnerTunnel}	Class ID	read
{LV.FlatSequenceInnerTunnel}	Class Name	read
{LV.FlatSequenceInnerTunnel}	Group Member Refs[]	read
{LV.FlatSequenceInnerTunnel}	Grouped	read
{LV.FlatSequenceInnerTunnel}	Is On Block Diagram?	read
{LV.FlatSequenceInnerTunnel}	Left Frame	read
{LV.FlatSequenceInnerTunnel}	Left Terminal	read
{LV.FlatSequenceInnerTunnel}	Locked	read
{LV.FlatSequenceInnerTunnel}	Master Bounds Rect	read
{LV.FlatSequenceInnerTunnel}	Modified	read
{LV.FlatSequenceInnerTunnel}	Owner (Deprecated)	read
{LV.FlatSequenceInnerTunnel}	Owning VI	read
{LV.FlatSequenceInnerTunnel}	Position	read
{LV.FlatSequenceInnerTunnel}	Position:Left	read
{LV.FlatSequenceInnerTunnel}	Position:Top	read
{LV.FlatSequenceInnerTunnel}	Right Frame	read
{LV.FlatSequenceInnerTunnel}	Right Terminal	read
{LV.FlatSequenceInnerTunnel}	Selected	read
{LV.FlatSequenceInnerTunnel}	Total Bounds Rect	read
{LV.FlatSequenceOuterTunnel}	Bounds	read
{LV.FlatSequenceOuterTunnel}	Bounds:Area Height	read
{LV.FlatSequenceOuterTunnel}	Bounds:Area Width	read
{LV.FlatSequenceOuterTunnel}	Class ID	read
{LV.FlatSequenceOuterTunnel}	Class Name	read
{LV.FlatSequenceOuterTunnel}	Frame	read
{LV.FlatSequenceOuterTunnel}	Group Member Refs[]	read
{LV.FlatSequenceOuterTunnel}	Grouped	read
{LV.FlatSequenceOuterTunnel}	Inner Terminal	read
{LV.FlatSequenceOuterTunnel}	Is On Block Diagram?	read
{LV.FlatSequenceOuterTunnel}	Locked	read
{LV.FlatSequenceOuterTunnel}	Master Bounds Rect	read
{LV.FlatSequenceOuterTunnel}	Modified	read
{LV.FlatSequenceOuterTunnel}	Outer Terminal	read
{LV.FlatSequenceOuterTunnel}	Owner (Deprecated)	read
{LV.FlatSequenceOuterTunnel}	Owning VI	read
{LV.FlatSequenceOuterTunnel}	Position	read
{LV.FlatSequenceOuterTunnel}	Position:Left	read
{LV.FlatSequenceOuterTunnel}	Position:Top	read
{LV.FlatSequenceOuterTunnel}	Selected	read
{LV.FlatSequenceOuterTunnel}	Total Bounds Rect	read
{LV.FlatSequence}	AutoSize To Fit Contents?	read
{LV.FlatSequence}	Bounds	read
{LV.FlatSequence}	Bounds:Area Height	read
{LV.FlatSequence}	Bounds:Area Width	read
{LV.FlatSequence}	Class ID	read
{LV.FlatSequence}	Class Name	read
{LV.FlatSequence}	Description	read
{LV.FlatSequence}	Frames[]	read
{LV.FlatSequence}	Group Member Refs[]	read
{LV.FlatSequence}	Grouped	read
{LV.FlatSequence}	Is Break Point Set	read
{LV.FlatSequence}	Is On Block Diagram?	read
{LV.FlatSequence}	Label	read
{LV.FlatSequence}	Locked	read
{LV.FlatSequence}	Master Bounds Rect	read
{LV.FlatSequence}	Modified	read
{LV.FlatSequence}	Owner (Deprecated)	read
{LV.FlatSequence}	Owning VI	read
{LV.FlatSequence}	Position	read
{LV.FlatSequence}	Position:Left	read
{LV.FlatSequence}	Position:Top	read
{LV.FlatSequence}	Selected	read
{LV.FlatSequence}	Terminals[]	read
{LV.FlatSequence}	Total Bounds Rect	read
{LV.FlattenUnflattenString}	Bounds	read
{LV.FlattenUnflattenString}	Bounds:Area Height	read
{LV.FlattenUnflattenString}	Bounds:Area Width	read
{LV.FlattenUnflattenString}	Class ID	read
{LV.FlattenUnflattenString}	Class Name	read
{LV.FlattenUnflattenString}	Clump Num	read
{LV.FlattenUnflattenString}	Convert 4.x data?	read
{LV.FlattenUnflattenString}	Description	read
{LV.FlattenUnflattenString}	Fire Count	read
{LV.FlattenUnflattenString}	Group Member Refs[]	read
{LV.FlattenUnflattenString}	Grouped	read
{LV.FlattenUnflattenString}	Has Side Effects?	read
{LV.FlattenUnflattenString}	Icon	read
{LV.FlattenUnflattenString}	Is Asynchronous	read
{LV.FlattenUnflattenString}	Is Break Point Set	read
{LV.FlattenUnflattenString}	Is On Block Diagram?	read
{LV.FlattenUnflattenString}	Label	read
{LV.FlattenUnflattenString}	Locked	read
{LV.FlattenUnflattenString}	Master Bounds Rect	read
{LV.FlattenUnflattenString}	Modified	read
{LV.FlattenUnflattenString}	Owner (Deprecated)	read
{LV.FlattenUnflattenString}	Owning VI	read
{LV.FlattenUnflattenString}	Position	read
{LV.FlattenUnflattenString}	Position:Left	read
{LV.FlattenUnflattenString}	Position:Top	read
{LV.FlattenUnflattenString}	Selected	read
{LV.FlattenUnflattenString}	Short Count	read
{LV.FlattenUnflattenString}	Style	read
{LV.FlattenUnflattenString}	Terminals Visible?	read
{LV.FlattenUnflattenString}	Terminals[]	read
{LV.FlattenUnflattenString}	Total Bounds Rect	read
{LV.ForLoop}	AutoSize To Fit Contents?	read
{LV.ForLoop}	Bounds	read
{LV.ForLoop}	Bounds:Area Height	read
{LV.ForLoop}	Bounds:Area Width	read
{LV.ForLoop}	Class ID	read
{LV.ForLoop}	Class Name	read
{LV.ForLoop}	Clump Num	read
{LV.ForLoop}	Description	read
{LV.ForLoop}	Diagram	read
{LV.ForLoop}	Diagrams[]	read
{LV.ForLoop}	Fire Count	read
{LV.ForLoop}	Frame Size	read
{LV.ForLoop}	Group Member Refs[]	read
{LV.ForLoop}	Grouped	read
{LV.ForLoop}	Icon	read
{LV.ForLoop}	Is Asynchronous	read
{LV.ForLoop}	Is Break Point Set	read
{LV.ForLoop}	Is On Block Diagram?	read
{LV.ForLoop}	Label	read
{LV.ForLoop}	Locked	read
{LV.ForLoop}	Loop Count	read
{LV.ForLoop}	Loop Counter	read
{LV.ForLoop}	Master Bounds Rect	read
{LV.ForLoop}	Modified	read
{LV.ForLoop}	Owner (Deprecated)	read
{LV.ForLoop}	Owning VI	read
{LV.ForLoop}	Position	read
{LV.ForLoop}	Position:Left	read
{LV.ForLoop}	Position:Top	read
{LV.ForLoop}	Selected	read
{LV.ForLoop}	Shift Registers[]	read
{LV.ForLoop}	Short Count	read
{LV.ForLoop}	Style	read
{LV.ForLoop}	Terminals[]	read
{LV.ForLoop}	Total Bounds Rect	read
{LV.ForLoop}	Tunnels[]	read
{LV.FormatScanString}	Bounds	read
{LV.FormatScanString}	Bounds:Area Height	read
{LV.FormatScanString}	Bounds:Area Width	read
{LV.FormatScanString}	Class ID	read
{LV.FormatScanString}	Class Name	read
{LV.FormatScanString}	Clump Num	read
{LV.FormatScanString}	Description	read
{LV.FormatScanString}	Fire Count	read
{LV.FormatScanString}	Format String	read
{LV.FormatScanString}	Group Member Refs[]	read
{LV.FormatScanString}	Grouped	read
{LV.FormatScanString}	Icon	read
{LV.FormatScanString}	Is Asynchronous	read
{LV.FormatScanString}	Is Break Point Set	read
{LV.FormatScanString}	Is On Block Diagram?	read
{LV.FormatScanString}	Label	read
{LV.FormatScanString}	Locked	read
{LV.FormatScanString}	Master Bounds Rect	read
{LV.FormatScanString}	Modified	read
{LV.FormatScanString}	Owner (Deprecated)	read
{LV.FormatScanString}	Owning VI	read
{LV.FormatScanString}	Position	read
{LV.FormatScanString}	Position:Left	read
{LV.FormatScanString}	Position:Top	read
{LV.FormatScanString}	Selected	read
{LV.FormatScanString}	Short Count	read
{LV.FormatScanString}	Style	read
{LV.FormatScanString}	Terminal Height	read
{LV.FormatScanString}	Terminals[]	read
{LV.FormatScanString}	Total Bounds Rect	read
{LV.FormulaParameter}	Bounds	read
{LV.FormulaParameter}	Bounds:Area Height	read
{LV.FormulaParameter}	Bounds:Area Width	read
{LV.FormulaParameter}	Class ID	read
{LV.FormulaParameter}	Class Name	read
{LV.FormulaParameter}	Group Member Refs[]	read
{LV.FormulaParameter}	Grouped	read
{LV.FormulaParameter}	Input?	read
{LV.FormulaParameter}	Is On Block Diagram?	read
{LV.FormulaParameter}	Locked	read
{LV.FormulaParameter}	Master Bounds Rect	read
{LV.FormulaParameter}	Modified	read
{LV.FormulaParameter}	Name	read
{LV.FormulaParameter}	Owner (Deprecated)	read
{LV.FormulaParameter}	Owning VI	read
{LV.FormulaParameter}	Position	read
{LV.FormulaParameter}	Position:Left	read
{LV.FormulaParameter}	Position:Top	read
{LV.FormulaParameter}	Selected	read
{LV.FormulaParameter}	Terminal	read
{LV.FormulaParameter}	Total Bounds Rect	read
{LV.Formula}	Bounds	read
{LV.Formula}	Bounds:Area Height	read
{LV.Formula}	Bounds:Area Width	read
{LV.Formula}	Class ID	read
{LV.Formula}	Class Name	read
{LV.Formula}	Clump Num	read
{LV.Formula}	Description	read
{LV.Formula}	Fire Count	read
{LV.Formula}	Formula Expression	read
{LV.Formula}	Group Member Refs[]	read
{LV.Formula}	Grouped	read
{LV.Formula}	Icon	read
{LV.Formula}	Is Asynchronous	read
{LV.Formula}	Is Break Point Set	read
{LV.Formula}	Is On Block Diagram?	read
{LV.Formula}	Label	read
{LV.Formula}	Locked	read
{LV.Formula}	Master Bounds Rect	read
{LV.Formula}	Modified	read
{LV.Formula}	Owner (Deprecated)	read
{LV.Formula}	Owning VI	read
{LV.Formula}	Position	read
{LV.Formula}	Position:Left	read
{LV.Formula}	Position:Top	read
{LV.Formula}	Scrollbar Visible?	read
{LV.Formula}	Selected	read
{LV.Formula}	Short Count	read
{LV.Formula}	Style	read
{LV.Formula}	Terminals[]	read
{LV.Formula}	Total Bounds Rect	read
{LV.Function}	Bounds	read
{LV.Function}	Bounds:Area Height	read
{LV.Function}	Bounds:Area Width	read
{LV.Function}	Class ID	read
{LV.Function}	Class Name	read
{LV.Function}	Clump Num	read
{LV.Function}	Description	read
{LV.Function}	Fire Count	read
{LV.Function}	Group Member Refs[]	read
{LV.Function}	Grouped	read
{LV.Function}	Has Side Effects?	read
{LV.Function}	Icon	read
{LV.Function}	Is Asynchronous	read
{LV.Function}	Is Break Point Set	read
{LV.Function}	Is On Block Diagram?	read
{LV.Function}	Label	read
{LV.Function}	Locked	read
{LV.Function}	Master Bounds Rect	read
{LV.Function}	Modified	read
{LV.Function}	Owner (Deprecated)	read
{LV.Function}	Owning VI	read
{LV.Function}	Position	read
{LV.Function}	Position:Left	read
{LV.Function}	Position:Top	read
{LV.Function}	Selected	read
{LV.Function}	Short Count	read
{LV.Function}	Style	read
{LV.Function}	Terminals Visible?	read
{LV.Function}	Terminals[]	read
{LV.Function}	Total Bounds Rect	read
{LV.GObject}	Bounds	read
{LV.GObject}	Bounds:Area Height	read
{LV.GObject}	Bounds:Area Width	read
{LV.GObject}	Class ID	read
{LV.GObject}	Class Name	read
{LV.GObject}	Group Member Refs[]	read
{LV.GObject}	Grouped	read
{LV.GObject}	Is On Block Diagram?	read
{LV.GObject}	Locked	read
{LV.GObject}	Master Bounds Rect	read
{LV.GObject}	Modified	read
{LV.GObject}	Owner (Deprecated)	read
{LV.GObject}	Owning VI	read
{LV.GObject}	Position	read
{LV.GObject}	Position:Left	read
{LV.GObject}	Position:Top	read
{LV.GObject}	Selected	read
{LV.GObject}	Total Bounds Rect	read
{LV.GPIBReadWrite}	Bounds	read
{LV.GPIBReadWrite}	Bounds:Area Height	read
{LV.GPIBReadWrite}	Bounds:Area Width	read
{LV.GPIBReadWrite}	Class ID	read
{LV.GPIBReadWrite}	Class Name	read
{LV.GPIBReadWrite}	Clump Num	read
{LV.GPIBReadWrite}	Description	read
{LV.GPIBReadWrite}	Fire Count	read
{LV.GPIBReadWrite}	Group Member Refs[]	read
{LV.GPIBReadWrite}	Grouped	read
{LV.GPIBReadWrite}	Has Side Effects?	read
{LV.GPIBReadWrite}	Icon	read
{LV.GPIBReadWrite}	Is Asynchronous	read
{LV.GPIBReadWrite}	Is Break Point Set	read
{LV.GPIBReadWrite}	Is On Block Diagram?	read
{LV.GPIBReadWrite}	Label	read
{LV.GPIBReadWrite}	Locked	read
{LV.GPIBReadWrite}	Master Bounds Rect	read
{LV.GPIBReadWrite}	Modified	read
{LV.GPIBReadWrite}	Owner (Deprecated)	read
{LV.GPIBReadWrite}	Owning VI	read
{LV.GPIBReadWrite}	Position	read
{LV.GPIBReadWrite}	Position:Left	read
{LV.GPIBReadWrite}	Position:Top	read
{LV.GPIBReadWrite}	Selected	read
{LV.GPIBReadWrite}	Short Count	read
{LV.GPIBReadWrite}	Style	read
{LV.GPIBReadWrite}	Synchronous I/O?	read
{LV.GPIBReadWrite}	Terminals Visible?	read
{LV.GPIBReadWrite}	Terminals[]	read
{LV.GPIBReadWrite}	Total Bounds Rect	read
{LV.Generic}	Class ID	read
{LV.Generic}	Class Name	read
{LV.Generic}	Is On Block Diagram?	read
{LV.Generic}	Modified	read
{LV.Generic}	Owner (Deprecated)	read
{LV.Generic}	Owning VI	read
{LV.Global}	Bounds	read
{LV.Global}	Bounds:Area Height	read
{LV.Global}	Bounds:Area Width	read
{LV.Global}	Class ID	read
{LV.Global}	Class Name	read
{LV.Global}	Clump Num	read
{LV.Global}	Control Name	read
{LV.Global}	Description	read
{LV.Global}	Fire Count	read
{LV.Global}	Group Member Refs[]	read
{LV.Global}	Grouped	read
{LV.Global}	Icon	read
{LV.Global}	Is Asynchronous	read
{LV.Global}	Is Break Point Set	read
{LV.Global}	Is On Block Diagram?	read
{LV.Global}	Label	read
{LV.Global}	Locked	read
{LV.Global}	Master Bounds Rect	read
{LV.Global}	Modified	read
{LV.Global}	Owner (Deprecated)	read
{LV.Global}	Owning VI	read
{LV.Global}	Position	read
{LV.Global}	Position:Left	read
{LV.Global}	Position:Top	read
{LV.Global}	Selected	read
{LV.Global}	Short Count	read
{LV.Global}	Style	read
{LV.Global}	Terminals[]	read
{LV.Global}	Total Bounds Rect	read
{LV.Global}	VI Name	read
{LV.Global}	Write?	read
{LV.GraphChart}	Active X Scale	read
{LV.GraphChart}	Active Y Scale	read
{LV.GraphChart}	Auto-Update From Typedef	read
{LV.GraphChart}	Bit Accurate Data Size	read
{LV.GraphChart}	Blinking	read
{LV.GraphChart}	Bounds	read
{LV.GraphChart}	Bounds:Area Height	read
{LV.GraphChart}	Bounds:Area Width	read
{LV.GraphChart}	Caption	read
{LV.GraphChart}	Class ID	read
{LV.GraphChart}	Class Name	read
{LV.GraphChart}	Control Reference Nodes[]	read
{LV.GraphChart}	DataSocket:Enabled	read
{LV.GraphChart}	DataSocket:LED Visible	read
{LV.GraphChart}	DataSocket:Mode	read
{LV.GraphChart}	DataSocket:Status	read
{LV.GraphChart}	DataSocket:URL	read
{LV.GraphChart}	Default Value	read
{LV.GraphChart}	Description	read
{LV.GraphChart}	Disabled	read
{LV.GraphChart}	Focus Key Binding	read
{LV.GraphChart}	Graph Flavor	read
{LV.GraphChart}	Grid Colors	read
{LV.GraphChart}	Grid Colors:X Color	read
{LV.GraphChart}	Grid Colors:Y Color	read
{LV.GraphChart}	Group Member Refs[]	read
{LV.GraphChart}	Grouped	read
{LV.GraphChart}	Has Caption	read
{LV.GraphChart}	Indicator	read
{LV.GraphChart}	Invoke Nodes[]	read
{LV.GraphChart}	Is On Block Diagram?	read
{LV.GraphChart}	Is On Connector Pane	read
{LV.GraphChart}	Is Typedef?	read
{LV.GraphChart}	Key Focus	read
{LV.GraphChart}	Label	read
{LV.GraphChart}	Latch Value	read
{LV.GraphChart}	Local Variables[]	read
{LV.GraphChart}	Locked	read
{LV.GraphChart}	Master Bounds Rect	read
{LV.GraphChart}	Modified	read
{LV.GraphChart}	Owner (Deprecated)	read
{LV.GraphChart}	Owning VI	read
{LV.GraphChart}	Palette:Active Tool	read
{LV.GraphChart}	Palette:Visible	read
{LV.GraphChart}	Plot Area Bounds	read
{LV.GraphChart}	Plot Area:Colors	read
{LV.GraphChart}	Plot Area:Colors:BG Color	read
{LV.GraphChart}	Plot Area:Colors:FG Color	read
{LV.GraphChart}	Plot Area:Position	read
{LV.GraphChart}	Plot Area:Position:Left	read
{LV.GraphChart}	Plot Area:Position:Top	read
{LV.GraphChart}	Plot Area:Size	read
{LV.GraphChart}	Position	read
{LV.GraphChart}	Position:Left	read
{LV.GraphChart}	Position:Top	read
{LV.GraphChart}	Property Nodes[]	read
{LV.GraphChart}	Scale Legend:Visible	read
{LV.GraphChart}	Selected	read
{LV.GraphChart}	Skip When Tabbing	read
{LV.GraphChart}	Synchronous Display	read
{LV.GraphChart}	Terminal	read
{LV.GraphChart}	Tip Strip	read
{LV.GraphChart}	Total Bounds Rect	read
{LV.GraphChart}	Transpose Array	read
{LV.GraphChart}	Type Descriptor	read
{LV.GraphChart}	Typedef:Path	read
{LV.GraphChart}	Typedef:VI	read
{LV.GraphChart}	Value	read
{LV.GraphChart}	Value (Signaling)	write
{LV.GraphChart}	Visible	read
{LV.GraphChart}	Wizard Data	read
{LV.GraphChart}	X Scale	read
{LV.GraphChart}	X Scrollbar Visible	read
{LV.GraphChart}	Y Scale	read
{LV.GraphScale}	Bounds	read
{LV.GraphScale}	Bounds:Area Height	read
{LV.GraphScale}	Bounds:Area Width	read
{LV.GraphScale}	Class ID	read
{LV.GraphScale}	Class Name	read
{LV.GraphScale}	Display Format	read
{LV.GraphScale}	Display Format:Format	read
{LV.GraphScale}	Display Format:Precision	read
{LV.GraphScale}	Editable	read
{LV.GraphScale}	Expand Digital Buses	read
{LV.GraphScale}	Flipped	read
{LV.GraphScale}	Format String	read
{LV.GraphScale}	Grid Colors	read
{LV.GraphScale}	Grid Colors:Major Color	read
{LV.GraphScale}	Grid Colors:Minor Color	read
{LV.GraphScale}	Group Member Refs[]	read
{LV.GraphScale}	Grouped	read
{LV.GraphScale}	Is On Block Diagram?	read
{LV.GraphScale}	Locked	read
{LV.GraphScale}	Loose Fit	read
{LV.GraphScale}	Mapping Mode	read
{LV.GraphScale}	Marker	read
{LV.GraphScale}	Marker Colors	read
{LV.GraphScale}	Marker Colors:BG Color	read
{LV.GraphScale}	Marker Colors:Text Color	read
{LV.GraphScale}	Marker Values[]	read
{LV.GraphScale}	Master Bounds Rect	read
{LV.GraphScale}	Modified	read
{LV.GraphScale}	Name Label	read
{LV.GraphScale}	Offset and Multiplier	read
{LV.GraphScale}	Offset and Multiplier:Multiplier	read
{LV.GraphScale}	Offset and Multiplier:Offset	read
{LV.GraphScale}	Owner (Deprecated)	read
{LV.GraphScale}	Owning VI	read
{LV.GraphScale}	Position	read
{LV.GraphScale}	Position:Left	read
{LV.GraphScale}	Position:Top	read
{LV.GraphScale}	Range	read
{LV.GraphScale}	Range:Increment	read
