class	property	access
{LV.Cursor}	Cursor Lock Style	read
{LV.Cursor}	Cursor Name	read
{LV.Cursor}	Cursor Name Visible	read
{LV.Cursor}	Cursor Plot	read
{LV.Cursor}	Cursor Point Style	read
{LV.Cursor}	Cursor Position	read
{LV.Cursor}	Cursor Position:Cursor X	read
{LV.Cursor}	Cursor Position:Cursor Y	read
{LV.Cursor}	Cursor Style	read
{LV.Cursor}	Is On Block Diagram?	read
{LV.Cursor}	Line Style	read
{LV.Cursor}	Line Width	read
{LV.Cursor}	Modified	read
{LV.Cursor}	Owner (Deprecated)	read
{LV.Cursor}	Owning VI	read
{LV.Cursor}	Visible	read
{LV.DAQChannelNameConstant}	AllowCreateNew	read
{LV.DAQChannelNameConstant}	AllowMultiple	read
{LV.DAQChannelNameConstant}	AllowUndefined	read
{LV.DAQChannelNameConstant}	Auto-Update From Typedef	read
{LV.DAQChannelNameConstant}	Bounds	read
{LV.DAQChannelNameConstant}	Bounds:Area Height	read
{LV.DAQChannelNameConstant}	Bounds:Area Width	read
{LV.DAQChannelNameConstant}	Class ID	read
{LV.DAQChannelNameConstant}	Class Name	read
{LV.DAQChannelNameConstant}	Description	read
{LV.DAQChannelNameConstant}	Device String	read
{LV.DAQChannelNameConstant}	DisplayFilter	read
{LV.DAQChannelNameConstant}	DropDownList[]	read
{LV.DAQChannelNameConstant}	FilterOnDevice	read
{LV.DAQChannelNameConstant}	FilterOnSubTypeClass	read
{LV.DAQChannelNameConstant}	FilterOnTypeClass	read
{LV.DAQChannelNameConstant}	Group Member Refs[]	read
{LV.DAQChannelNameConstant}	Grouped	read
{LV.DAQChannelNameConstant}	IncludeInvalid	read
{LV.DAQChannelNameConstant}	Is On Block Diagram?	read
{LV.DAQChannelNameConstant}	Is Typedef?	read
{LV.DAQChannelNameConstant}	Label	read
{LV.DAQChannelNameConstant}	Locked	read
{LV.DAQChannelNameConstant}	Master Bounds Rect	read
{LV.DAQChannelNameConstant}	Modified	read
{LV.DAQChannelNameConstant}	Owner (Deprecated)	read
{LV.DAQChannelNameConstant}	Owning VI	read
{LV.DAQChannelNameConstant}	Position	read
{LV.DAQChannelNameConstant}	Position:Left	read
{LV.DAQChannelNameConstant}	Position:Top	read
{LV.DAQChannelNameConstant}	Selected	read
{LV.DAQChannelNameConstant}	SubTypeClass	read
{LV.DAQChannelNameConstant}	TagList[]	read
{LV.DAQChannelNameConstant}	TagType	read
{LV.DAQChannelNameConstant}	Terminal	read
{LV.DAQChannelNameConstant}	Tip Strip	read
{LV.DAQChannelNameConstant}	Total Bounds Rect	read
{LV.DAQChannelNameConstant}	TypeClass	read
{LV.DAQChannelNameConstant}	Typedef:Path	read
{LV.DAQChannelNameConstant}	Typedef:VI	read
{LV.DAQChannelNameConstant}	UpdatedTagList[]	read
{LV.DAQChannelNameConstant}	Value	read
{LV.DAQChannelName}	Allow Multiple Names	read
{LV.DAQChannelName}	Allow Undefined Names	read
{LV.DAQChannelName}	AllowCreateNew	read
{LV.DAQChannelName}	AllowMultiple	read
{LV.DAQChannelName}	AllowUndefined	read
{LV.DAQChannelName}	Auto-Update From Typedef	read
{LV.DAQChannelName}	Bit Accurate Data Size	read
{LV.DAQChannelName}	Blinking	read
{LV.DAQChannelName}	Bounds	read
{LV.DAQChannelName}	Bounds:Area Height	read
{LV.DAQChannelName}	Bounds:Area Width	read
{LV.DAQChannelName}	Caption	read
{LV.DAQChannelName}	Class ID	read
{LV.DAQChannelName}	Class Name	read
{LV.DAQChannelName}	Control Reference Nodes[]	read
{LV.DAQChannelName}	DataSocket:Enabled	read
{LV.DAQChannelName}	DataSocket:LED Visible	read
{LV.DAQChannelName}	DataSocket:Mode	read
{LV.DAQChannelName}	DataSocket:Status	read
{LV.DAQChannelName}	DataSocket:URL	read
{LV.DAQChannelName}	Default Value	read
{LV.DAQChannelName}	Description	read
{LV.DAQChannelName}	Device String	read
{LV.DAQChannelName}	Disabled	read
{LV.DAQChannelName}	DisplayFilter	read
{LV.DAQChannelName}	DropDownList[]	read
{LV.DAQChannelName}	FilterOnDevice	read
{LV.DAQChannelName}	FilterOnSubTypeClass	read
{LV.DAQChannelName}	FilterOnTypeClass	read
{LV.DAQChannelName}	Focus Key Binding	read
{LV.DAQChannelName}	Group Member Refs[]	read
{LV.DAQChannelName}	Grouped	read
{LV.DAQChannelName}	Has Caption	read
{LV.DAQChannelName}	IncludeInvalid	read
{LV.DAQChannelName}	Indicator	read
{LV.DAQChannelName}	Invoke Nodes[]	read
{LV.DAQChannelName}	Is On Block Diagram?	read
{LV.DAQChannelName}	Is On Connector Pane	read
{LV.DAQChannelName}	Is Typedef?	read
{LV.DAQChannelName}	Key Focus	read
{LV.DAQChannelName}	Label	read
{LV.DAQChannelName}	Latch Value	read
{LV.DAQChannelName}	Local Variables[]	read
{LV.DAQChannelName}	Locked	read
{LV.DAQChannelName}	Master Bounds Rect	read
{LV.DAQChannelName}	Modified	read
{LV.DAQChannelName}	Owner (Deprecated)	read
{LV.DAQChannelName}	Owning VI	read
{LV.DAQChannelName}	Position	read
{LV.DAQChannelName}	Position:Left	read
{LV.DAQChannelName}	Position:Top	read
{LV.DAQChannelName}	Property Nodes[]	read
{LV.DAQChannelName}	Selected	read
{LV.DAQChannelName}	Size	read
{LV.DAQChannelName}	Skip When Tabbing	read
{LV.DAQChannelName}	SubTypeClass	read
{LV.DAQChannelName}	Synchronous Display	read
{LV.DAQChannelName}	TagList[]	read
{LV.DAQChannelName}	TagType	read
{LV.DAQChannelName}	Terminal	read
{LV.DAQChannelName}	Text	read
{LV.DAQChannelName}	Tip Strip	read
{LV.DAQChannelName}	Total Bounds Rect	read
{LV.DAQChannelName}	Type Descriptor	read
{LV.DAQChannelName}	TypeClass	read
{LV.DAQChannelName}	Typedef:Path	read
{LV.DAQChannelName}	Typedef:VI	read
{LV.DAQChannelName}	UpdatedTagList[]	read
{LV.DAQChannelName}	Value	read
{LV.DAQChannelName}	Value (Signaling)	write
{LV.DAQChannelName}	Visible	read
{LV.DAQChannelName}	Wizard Data	read
{LV.DAQmxNameConstant}	Allow Undefined Names	read
{LV.DAQmxNameConstant}	AllowCreateNew	read
{LV.DAQmxNameConstant}	AllowMultiple	read
{LV.DAQmxNameConstant}	AllowUndefined	read
{LV.DAQmxNameConstant}	Analog Trigger:Show AI Channels	read
{LV.DAQmxNameConstant}	Analog Trigger:Show Dedicated	read
{LV.DAQmxNameConstant}	Auto-Update From Typedef	read
{LV.DAQmxNameConstant}	Bounds	read
{LV.DAQmxNameConstant}	Bounds:Area Height	read
{LV.DAQmxNameConstant}	Bounds:Area Width	read
{LV.DAQmxNameConstant}	Channel:Signal Type	read
{LV.DAQmxNameConstant}	Class ID	read
{LV.DAQmxNameConstant}	Class Name	read
{LV.DAQmxNameConstant}	Description	read
{LV.DAQmxNameConstant}	Device	read
{LV.DAQmxNameConstant}	Device String	read
{LV.DAQmxNameConstant}	DisplayFilter	read
{LV.DAQmxNameConstant}	DropDownList[]	read
{LV.DAQmxNameConstant}	FilterOnDevice	read
{LV.DAQmxNameConstant}	FilterOnSubTypeClass	read
{LV.DAQmxNameConstant}	FilterOnTypeClass	read
{LV.DAQmxNameConstant}	Group Member Refs[]	read
{LV.DAQmxNameConstant}	Grouped	read
{LV.DAQmxNameConstant}	Include Invalid Names	read
{LV.DAQmxNameConstant}	IncludeInvalid	read
{LV.DAQmxNameConstant}	Is On Block Diagram?	read
{LV.DAQmxNameConstant}	Is Typedef?	read
{LV.DAQmxNameConstant}	Label	read
{LV.DAQmxNameConstant}	Locked	read
{LV.DAQmxNameConstant}	Master Bounds Rect	read
{LV.DAQmxNameConstant}	Modified	read
{LV.DAQmxNameConstant}	Owner (Deprecated)	read
{LV.DAQmxNameConstant}	Owning VI	read
{LV.DAQmxNameConstant}	Physical Channel:Show External	read
{LV.DAQmxNameConstant}	Physical Channel:Show Internal	read
{LV.DAQmxNameConstant}	Physical Channel:Show Internal Bizarre	read
{LV.DAQmxNameConstant}	Physical Channel:Signal Type	read
{LV.DAQmxNameConstant}	Position	read
{LV.DAQmxNameConstant}	Position:Left	read
{LV.DAQmxNameConstant}	Position:Top	read
{LV.DAQmxNameConstant}	Selected	read
{LV.DAQmxNameConstant}	SubTypeClass	read
{LV.DAQmxNameConstant}	Switch:Show Channels	read
{LV.DAQmxNameConstant}	Switch:Show Relays	read
{LV.DAQmxNameConstant}	Switch:Show Topologies	read
{LV.DAQmxNameConstant}	TagList[]	read
{LV.DAQmxNameConstant}	TagType	read
{LV.DAQmxNameConstant}	Terminal	read
{LV.DAQmxNameConstant}	Terminal:Show Advanced	read
{LV.DAQmxNameConstant}	Terminal:Show Basic	read
{LV.DAQmxNameConstant}	Terminal:Show Private	read
{LV.DAQmxNameConstant}	Tip Strip	read
{LV.DAQmxNameConstant}	Total Bounds Rect	read
{LV.DAQmxNameConstant}	TypeClass	read
{LV.DAQmxNameConstant}	Typedef:Path	read
{LV.DAQmxNameConstant}	Typedef:VI	read
{LV.DAQmxNameConstant}	UpdatedTagList[]	read
{LV.DAQmxNameConstant}	Value	read
{LV.DAQmxName}	Allow Undefined Names	read
{LV.DAQmxName}	AllowCreateNew	read
{LV.DAQmxName}	AllowMultiple	read
{LV.DAQmxName}	AllowUndefined	read
{LV.DAQmxName}	Analog Trigger:Show AI Channels	read
{LV.DAQmxName}	Analog Trigger:Show Dedicated	read
{LV.DAQmxName}	Auto-Update From Typedef	read
{LV.DAQmxName}	Bit Accurate Data Size	read
{LV.DAQmxName}	Blinking	read
{LV.DAQmxName}	Bounds	read
{LV.DAQmxName}	Bounds:Area Height	read
{LV.DAQmxName}	Bounds:Area Width	read
{LV.DAQmxName}	Caption	read
{LV.DAQmxName}	Channel:Signal Type	read
{LV.DAQmxName}	Class ID	read
{LV.DAQmxName}	Class Name	read
{LV.DAQmxName}	Control Reference Nodes[]	read
{LV.DAQmxName}	DataSocket:Enabled	read
{LV.DAQmxName}	DataSocket:LED Visible	read
{LV.DAQmxName}	DataSocket:Mode	read
{LV.DAQmxName}	DataSocket:Status	read
{LV.DAQmxName}	DataSocket:URL	read
{LV.DAQmxName}	Default Value	read
{LV.DAQmxName}	Description	read
{LV.DAQmxName}	Device	read
{LV.DAQmxName}	Device String	read
{LV.DAQmxName}	Disabled	read
{LV.DAQmxName}	DisplayFilter	read
{LV.DAQmxName}	DropDownList[]	read
{LV.DAQmxName}	FilterOnDevice	read
{LV.DAQmxName}	FilterOnSubTypeClass	read
{LV.DAQmxName}	FilterOnTypeClass	read
{LV.DAQmxName}	Focus Key Binding	read
{LV.DAQmxName}	Group Member Refs[]	read
{LV.DAQmxName}	Grouped	read
{LV.DAQmxName}	Has Caption	read
{LV.DAQmxName}	Include Invalid Names	read
{LV.DAQmxName}	IncludeInvalid	read
{LV.DAQmxName}	Indicator	read
{LV.DAQmxName}	Invoke Nodes[]	read
{LV.DAQmxName}	Is On Block Diagram?	read
{LV.DAQmxName}	Is On Connector Pane	read
{LV.DAQmxName}	Is Typedef?	read
{LV.DAQmxName}	Key Focus	read
{LV.DAQmxName}	Label	read
{LV.DAQmxName}	Latch Value	read
{LV.DAQmxName}	Local Variables[]	read
{LV.DAQmxName}	Locked	read
{LV.DAQmxName}	Master Bounds Rect	read
{LV.DAQmxName}	Modified	read
{LV.DAQmxName}	Owner (Deprecated)	read
{LV.DAQmxName}	Owning VI	read
{LV.DAQmxName}	Physical Channel:Show External	read
{LV.DAQmxName}	Physical Channel:Show Internal	read
{LV.DAQmxName}	Physical Channel:Show Internal Bizarre	read
{LV.DAQmxName}	Physical Channel:Signal Type	read
{LV.DAQmxName}	Position	read
{LV.DAQmxName}	Position:Left	read
{LV.DAQmxName}	Position:Top	read
{LV.DAQmxName}	Property Nodes[]	read
{LV.DAQmxName}	Selected	read
{LV.DAQmxName}	Size	read
{LV.DAQmxName}	Skip When Tabbing	read
{LV.DAQmxName}	SubTypeClass	read
{LV.DAQmxName}	Switch:Show Channels	read
{LV.DAQmxName}	Switch:Show Relays	read
{LV.DAQmxName}	Switch:Show Topologies	read
{LV.DAQmxName}	Synchronous Display	read
{LV.DAQmxName}	TagList[]	read
{LV.DAQmxName}	TagType	read
{LV.DAQmxName}	Terminal	read
{LV.DAQmxName}	Terminal:Show Advanced	read
{LV.DAQmxName}	Terminal:Show Basic	read
{LV.DAQmxName}	Terminal:Show Private	read
{LV.DAQmxName}	Text	read
{LV.DAQmxName}	Tip Strip	read
{LV.DAQmxName}	Total Bounds Rect	read
{LV.DAQmxName}	Type Descriptor	read
{LV.DAQmxName}	TypeClass	read
{LV.DAQmxName}	Typedef:Path	read
{LV.DAQmxName}	Typedef:VI	read
{LV.DAQmxName}	UpdatedTagList[]	read
{LV.DAQmxName}	Value	read
{LV.DAQmxName}	Value (Signaling)	write
{LV.DAQmxName}	Visible	read
{LV.DAQmxName}	Wizard Data	read
{LV.DSCTagConstant}	AllowCreateNew	read
{LV.DSCTagConstant}	AllowMultiple	read
{LV.DSCTagConstant}	AllowUndefined	read
{LV.DSCTagConstant}	Auto-Update From Typedef	read
{LV.DSCTagConstant}	Bounds	read
{LV.DSCTagConstant}	Bounds:Area Height	read
{LV.DSCTagConstant}	Bounds:Area Width	read
{LV.DSCTagConstant}	Class ID	read
{LV.DSCTagConstant}	Class Name	read
{LV.DSCTagConstant}	Description	read
{LV.DSCTagConstant}	Device String	read
{LV.DSCTagConstant}	DisplayFilter	read
{LV.DSCTagConstant}	DropDownList[]	read
{LV.DSCTagConstant}	FilterOnDevice	read
{LV.DSCTagConstant}	FilterOnSubTypeClass	read
{LV.DSCTagConstant}	FilterOnTypeClass	read
{LV.DSCTagConstant}	Group Member Refs[]	read
{LV.DSCTagConstant}	Grouped	read
{LV.DSCTagConstant}	IncludeInvalid	read
{LV.DSCTagConstant}	Is On Block Diagram?	read
{LV.DSCTagConstant}	Is Typedef?	read
{LV.DSCTagConstant}	Label	read
{LV.DSCTagConstant}	Locked	read
{LV.DSCTagConstant}	Master Bounds Rect	read
{LV.DSCTagConstant}	Modified	read
{LV.DSCTagConstant}	Owner (Deprecated)	read
{LV.DSCTagConstant}	Owning VI	read
{LV.DSCTagConstant}	Position	read
{LV.DSCTagConstant}	Position:Left	read
{LV.DSCTagConstant}	Position:Top	read
{LV.DSCTagConstant}	Selected	read
{LV.DSCTagConstant}	SubTypeClass	read
{LV.DSCTagConstant}	TagList[]	read
{LV.DSCTagConstant}	TagType	read
{LV.DSCTagConstant}	Terminal	read
{LV.DSCTagConstant}	Tip Strip	read
{LV.DSCTagConstant}	Total Bounds Rect	read
{LV.DSCTagConstant}	TypeClass	read
{LV.DSCTagConstant}	Typedef:Path	read
{LV.DSCTagConstant}	Typedef:VI	read
{LV.DSCTagConstant}	UpdatedTagList[]	read
{LV.DSCTagConstant}	Value	read
{LV.Decoration}	Bounds	read
{LV.Decoration}	Bounds:Area Height	read
{LV.Decoration}	Bounds:Area Width	read
{LV.Decoration}	Class ID	read
{LV.Decoration}	Class Name	read
{LV.Decoration}	Colors	read
{LV.Decoration}	Colors:BG Color	read
{LV.Decoration}	Colors:FG Color	read
{LV.Decoration}	Group Member Refs[]	read
{LV.Decoration}	Grouped	read
{LV.Decoration}	Is On Block Diagram?	read
{LV.Decoration}	Locked	read
{LV.Decoration}	Master Bounds Rect	read
{LV.Decoration}	Modified	read
{LV.Decoration}	Owner (Deprecated)	read
{LV.Decoration}	Owning VI	read
{LV.Decoration}	Position	read
{LV.Decoration}	Position:Left	read
{LV.Decoration}	Position:Top	read
{LV.Decoration}	Selected	read
{LV.Decoration}	Size	read
{LV.Decoration}	Total Bounds Rect	read
{LV.Decoration}	Visible	read
{LV.Diagram}	All Objects[]	read
{LV.Diagram}	Bounds	read
{LV.Diagram}	Bounds:Area Height	read
{LV.Diagram}	Bounds:Area Width	read
{LV.Diagram}	Class ID	read
{LV.Diagram}	Class Name	read
{LV.Diagram}	Color	read
{LV.Diagram}	Decorations[]	read
{LV.Diagram}	Firing Order	read
{LV.Diagram}	Functions[]	read
{LV.Diagram}	Group Member Refs[]	read
{LV.Diagram}	Grouped	read
{LV.Diagram}	Is Break Point Set	read
{LV.Diagram}	Is On Block Diagram?	read
{LV.Diagram}	Locked	read
{LV.Diagram}	Master Bounds Rect	read
{LV.Diagram}	Modified	read
{LV.Diagram}	Owner (Deprecated)	read
{LV.Diagram}	Owning VI	read
{LV.Diagram}	Position	read
{LV.Diagram}	Position:Left	read
{LV.Diagram}	Position:Top	read
{LV.Diagram}	Selected	read
{LV.Diagram}	SubVIs[]	read
{LV.Diagram}	Total Bounds Rect	read
{LV.Diagram}	Visible Bounds	read
{LV.Diagram}	Wires[]	read
{LV.DigitalNumericConstant}	Auto-Update From Typedef	read
{LV.DigitalNumericConstant}	Bounds	read
{LV.DigitalNumericConstant}	Bounds:Area Height	read
{LV.DigitalNumericConstant}	Bounds:Area Width	read
{LV.DigitalNumericConstant}	Class ID	read
{LV.DigitalNumericConstant}	Class Name	read
{LV.DigitalNumericConstant}	Description	read
{LV.DigitalNumericConstant}	Display Format	read
{LV.DigitalNumericConstant}	Display Format:Format	read
{LV.DigitalNumericConstant}	Display Format:Precision	read
{LV.DigitalNumericConstant}	Format String	read
{LV.DigitalNumericConstant}	Group Member Refs[]	read
{LV.DigitalNumericConstant}	Grouped	read
{LV.DigitalNumericConstant}	Is On Block Diagram?	read
{LV.DigitalNumericConstant}	Is Typedef?	read
{LV.DigitalNumericConstant}	Label	read
{LV.DigitalNumericConstant}	Locked	read
{LV.DigitalNumericConstant}	Master Bounds Rect	read
{LV.DigitalNumericConstant}	Modified	read
{LV.DigitalNumericConstant}	Numeric Text	read
{LV.DigitalNumericConstant}	Owner (Deprecated)	read
{LV.DigitalNumericConstant}	Owning VI	read
{LV.DigitalNumericConstant}	Position	read
{LV.DigitalNumericConstant}	Position:Left	read
{LV.DigitalNumericConstant}	Position:Top	read
{LV.DigitalNumericConstant}	Radix Visible?	read
{LV.DigitalNumericConstant}	Representation	read
{LV.DigitalNumericConstant}	Selected	read
{LV.DigitalNumericConstant}	Terminal	read
{LV.DigitalNumericConstant}	Tip Strip	read
{LV.DigitalNumericConstant}	Total Bounds Rect	read
{LV.DigitalNumericConstant}	Typedef:Path	read
{LV.DigitalNumericConstant}	Typedef:VI	read
{LV.DigitalNumericConstant}	Unit Label	read
{LV.DigitalNumericConstant}	Unit Label Visible?	read
{LV.DigitalNumericConstant}	Value	read
{LV.DigitalTable}	Active Cell:Active Cell	read
{LV.DigitalTable}	Active Cell:Cell Background Color	read
{LV.DigitalTable}	Active Cell:Cell Foreground Color	read
{LV.DigitalTable}	Auto-Update From Typedef	read
{LV.DigitalTable}	Bit Accurate Data Size	read
{LV.DigitalTable}	Blinking	read
{LV.DigitalTable}	Bounds	read
{LV.DigitalTable}	Bounds:Area Height	read
{LV.DigitalTable}	Bounds:Area Width	read
{LV.DigitalTable}	Caption	read
{LV.DigitalTable}	Class ID	read
{LV.DigitalTable}	Class Name	read
{LV.DigitalTable}	Control Reference Nodes[]	read
{LV.DigitalTable}	DataSocket:Enabled	read
{LV.DigitalTable}	DataSocket:LED Visible	read
{LV.DigitalTable}	DataSocket:Mode	read
{LV.DigitalTable}	DataSocket:Status	read
{LV.DigitalTable}	DataSocket:URL	read
{LV.DigitalTable}	Default Value	read
{LV.DigitalTable}	Description	read
{LV.DigitalTable}	Disabled	read
{LV.DigitalTable}	Focus Key Binding	read
{LV.DigitalTable}	Format	read
{LV.DigitalTable}	Group Member Refs[]	read
{LV.DigitalTable}	Grouped	read
{LV.DigitalTable}	Has Caption	read
{LV.DigitalTable}	Horizontal Scrollbar Visible	read
{LV.DigitalTable}	Indicator	read
{LV.DigitalTable}	Invoke Nodes[]	read
{LV.DigitalTable}	Is On Block Diagram?	read
{LV.DigitalTable}	Is On Connector Pane	read
{LV.DigitalTable}	Is Typedef?	read
{LV.DigitalTable}	Key Focus	read
{LV.DigitalTable}	Label	read
{LV.DigitalTable}	Latch Value	read
{LV.DigitalTable}	Local Variables[]	read
{LV.DigitalTable}	Locked	read
{LV.DigitalTable}	Master Bounds Rect	read
{LV.DigitalTable}	Modified	read
{LV.DigitalTable}	Old Edit Position	read
{LV.DigitalTable}	Owner (Deprecated)	read
{LV.DigitalTable}	Owning VI	read
{LV.DigitalTable}	Position	read
{LV.DigitalTable}	Position:Left	read
{LV.DigitalTable}	Position:Top	read
{LV.DigitalTable}	Property Nodes[]	read
{LV.DigitalTable}	Selected	read
{LV.DigitalTable}	Selection Color	read
{LV.DigitalTable}	Selection Size	read
{LV.DigitalTable}	Selection Start	read
{LV.DigitalTable}	Signal Numbers Visible	read
{LV.DigitalTable}	Size	read
{LV.DigitalTable}	Skip When Tabbing	read
{LV.DigitalTable}	Synchronous Display	read
{LV.DigitalTable}	Terminal	read
{LV.DigitalTable}	Tip Strip	read
{LV.DigitalTable}	Top Left Cell	read
{LV.DigitalTable}	Total Bounds Rect	read
{LV.DigitalTable}	Transitions Visible	read
{LV.DigitalTable}	Type Descriptor	read
{LV.DigitalTable}	Typedef:Path	read
{LV.DigitalTable}	Typedef:VI	read
{LV.DigitalTable}	Value	read
{LV.DigitalTable}	Value (Signaling)	write
{LV.DigitalTable}	Vertical Scrollbar Visible	read
{LV.DigitalTable}	Visible	read
{LV.DigitalTable}	Wizard Data	read
{LV.Digital}	Auto-Update From Typedef	read
{LV.Digital}	Bit Accurate Data Size	read
{LV.Digital}	Blinking	read
{LV.Digital}	Bounds	read
{LV.Digital}	Bounds:Area Height	read
{LV.Digital}	Bounds:Area Width	read
{LV.Digital}	Caption	read
{LV.Digital}	Class ID	read
{LV.Digital}	Class Name	read
{LV.Digital}	Control Reference Nodes[]	read
{LV.Digital}	Data Entry Limits	read
{LV.Digital}	Data Entry Limits:Increment	read
{LV.Digital}	Data Entry Limits:Maximum	read
{LV.Digital}	Data Entry Limits:Minimum	read
{LV.Digital}	DataSocket:Enabled	read
{LV.Digital}	DataSocket:LED Visible	read
{LV.Digital}	DataSocket:Mode	read
{LV.Digital}	DataSocket:Status	read
{LV.Digital}	DataSocket:URL	read
{LV.Digital}	Default Value	read
{LV.Digital}	Description	read
{LV.Digital}	Disabled	read
{LV.Digital}	Display Format	read
{LV.Digital}	Focus Key Binding	read
{LV.Digital}	Group Member Refs[]	read
{LV.Digital}	Grouped	read
{LV.Digital}	Has Caption	read
{LV.Digital}	Increment/Decrement Visible?	read
{LV.Digital}	Indicator	read
{LV.Digital}	Invoke Nodes[]	read
{LV.Digital}	Is On Block Diagram?	read
{LV.Digital}	Is On Connector Pane	read
{LV.Digital}	Is Typedef?	read
{LV.Digital}	Key Focus	read
{LV.Digital}	Label	read
{LV.Digital}	Latch Value	read
{LV.Digital}	Local Variables[]	read
{LV.Digital}	Locked	read
{LV.Digital}	Master Bounds Rect	read
{LV.Digital}	Modified	read
{LV.Digital}	Numeric Text	read
{LV.Digital}	Old Format & Precision:Old Format	read
{LV.Digital}	Old Format & Precision:Old Precision	read
{LV.Digital}	Old Format String	read
{LV.Digital}	Owner (Deprecated)	read
{LV.Digital}	Owning VI	read
{LV.Digital}	Position	read
{LV.Digital}	Position:Left	read
{LV.Digital}	Position:Top	read
{LV.Digital}	Property Nodes[]	read
{LV.Digital}	Radix Visible?	read
{LV.Digital}	Representation	read
{LV.Digital}	Response to Value Outside Limits	read
{LV.Digital}	Response to Value Outside Limits:Increment	read
{LV.Digital}	Response to Value Outside Limits:Maximum	read
{LV.Digital}	Response to Value Outside Limits:Minimum	read
{LV.Digital}	Selected	read
{LV.Digital}	Skip When Tabbing	read
{LV.Digital}	Synchronous Display	read
{LV.Digital}	Terminal	read
{LV.Digital}	Text Width	read
{LV.Digital}	Tip Strip	read
{LV.Digital}	Total Bounds Rect	read
{LV.Digital}	Type Descriptor	read
{LV.Digital}	Typedef:Path	read
{LV.Digital}	Typedef:VI	read
{LV.Digital}	Unit Label	read
{LV.Digital}	Value	read
{LV.Digital}	Value (Signaling)	write
{LV.Digital}	Visible	read
{LV.Digital}	Wizard Data	read
{LV.EnumConstant}	Auto-Update From Typedef	read
{LV.EnumConstant}	Bounds	read
{LV.EnumConstant}	Bounds:Area Height	read
{LV.EnumConstant}	Bounds:Area Width	read
{LV.EnumConstant}	Class ID	read
{LV.EnumConstant}	Class Name	read
{LV.EnumConstant}	Description	read
{LV.EnumConstant}	Digital Display	read
{LV.EnumConstant}	Group Member Refs[]	read
{LV.EnumConstant}	Grouped	read
{LV.EnumConstant}	Is On Block Diagram?	read
{LV.EnumConstant}	Is Typedef?	read
{LV.EnumConstant}	Items[]	read
{LV.EnumConstant}	Label	read
{LV.EnumConstant}	Locked	read
{LV.EnumConstant}	Master Bounds Rect	read
{LV.EnumConstant}	Modified	read
{LV.EnumConstant}	Owner (Deprecated)	read
{LV.EnumConstant}	Owning VI	read
{LV.EnumConstant}	Position	read
{LV.EnumConstant}	Position:Left	read
{LV.EnumConstant}	Position:Top	read
{LV.EnumConstant}	Representation	read
{LV.EnumConstant}	Selected	read
{LV.EnumConstant}	Terminal	read
{LV.EnumConstant}	Tip Strip	read
{LV.EnumConstant}	Total Bounds Rect	read
{LV.EnumConstant}	Typedef:Path	read
{LV.EnumConstant}	Typedef:VI	read
{LV.EnumConstant}	Value	read
{LV.Enum}	Auto-Update From Typedef	read
{LV.Enum}	Bit Accurate Data Size	read
{LV.Enum}	Blinking	read
{LV.Enum}	Bounds	read
{LV.Enum}	Bounds:Area Height	read
{LV.Enum}	Bounds:Area Width	read
{LV.Enum}	Caption	read
{LV.Enum}	Class ID	read
{LV.Enum}	Class Name	read
{LV.Enum}	Control Reference Nodes[]	read
{LV.Enum}	Data Entry Limits	read
{LV.Enum}	Data Entry Limits:Increment	read
{LV.Enum}	Data Entry Limits:Maximum	read
{LV.Enum}	Data Entry Limits:Minimum	read
{LV.Enum}	DataSocket:Enabled	read
{LV.Enum}	DataSocket:LED Visible	read
{LV.Enum}	DataSocket:Mode	read
{LV.Enum}	DataSocket:Status	read
{LV.Enum}	DataSocket:URL	read
{LV.Enum}	Default Value	read
{LV.Enum}	Description	read
{LV.Enum}	Digital Display	read
{LV.Enum}	Disabled	read
{LV.Enum}	Disabled Items []	read
{LV.Enum}	Focus Key Binding	read
{LV.Enum}	Group Member Refs[]	read
{LV.Enum}	Grouped	read
{LV.Enum}	Has Caption	read
{LV.Enum}	Indicator	read
{LV.Enum}	Invoke Nodes[]	read
{LV.Enum}	Is On Block Diagram?	read
{LV.Enum}	Is On Connector Pane	read
{LV.Enum}	Is Typedef?	read
{LV.Enum}	Key Focus	read
{LV.Enum}	Label	read
{LV.Enum}	Latch Value	read
{LV.Enum}	Local Variables[]	read
{LV.Enum}	Locked	read
{LV.Enum}	Master Bounds Rect	read
{LV.Enum}	Modified	read
{LV.Enum}	Named Numeric Colors	read
{LV.Enum}	Named Numeric Colors:BG Color	read
{LV.Enum}	Named Numeric Colors:Text Color	read
{LV.Enum}	Named Numeric Font	read
{LV.Enum}	Named Numeric Font:Bold	read
{LV.Enum}	Named Numeric Font:Color	read
{LV.Enum}	Named Numeric Font:Italic	read
{LV.Enum}	Named Numeric Font:Name	read
{LV.Enum}	Named Numeric Font:Size	read
{LV.Enum}	Named Numeric Font:Strikeout	read
{LV.Enum}	Named Numeric Font:Underline	read
{LV.Enum}	Named Numeric Size	read
{LV.Enum}	Number of Items	read
{LV.Enum}	Owner (Deprecated)	read
{LV.Enum}	Owning VI	read
{LV.Enum}	Position	read
{LV.Enum}	Position:Left	read
{LV.Enum}	Position:Top	read
{LV.Enum}	Property Nodes[]	read
{LV.Enum}	Representation	read
{LV.Enum}	Response to Value Outside Limits	read
{LV.Enum}	Response to Value Outside Limits:Increment	read
